n,f,starting_nodes,message_complexity,broadcasts,latency,network_connectivity
4.0,1,1,24,1,2.12464451789856,3
8.0,1,1,104,1,5.2969746589660645,3
12.0,1,1,172,1,6.234229564666748,3
15.0,1,1,260,1,3.05949330329895,3
20.0,1,1,236,1,2.742026329040528,3
11.0,1,1,175,1,2.347577810287476,3
5.0,1,1,55,1,4.5577239990234375,3
13.0,1,1,245,1,8.379245042800903,3
9.0,1,1,75,1,3.64140248298645,3
9.0,2,2,535,2,3.64140248298645,4
